"substance";"product";"SCI-Grow";"Reference.SCI-Grow";"Load.Factor.SCI";"BCF";"Reference.BCF";"Load.Factor.BCF";"SoilDT50";"Reference.SoilDT50";"Load.Factor.SoilDT50";"Birds.Acute.LD50.mg.kg";"Reference.Value.Birds";"Load.Factor.Birds";"Mammals.Acute.Oral.LD50.mg.kg.BW.day";"Reference.Value.Mammals";"Load.Factor.Mammals";"Fish.Acute.96hr.LC50.mg.l";"Reference.Value.Fish";"Load.Factor.Fish";"Aquatic.Invertebrates.Acute.48hr.EC50.mg.l";"Reference.Value.Aquatic.Invertebrates";"Load.Factor.Aquatic.Invertebrates";"Algae.Acute.72hr.EC50.Growth.mg.l";"Reference.Value.Algae";"Load.Factor.Algae";"Aquatic.Plants.Acute.7d.EC50.mg.l";"Reference.Value.Aquatic.Plants";"Load.Factor.Aquatic.Plants";"Earthworms.Acute.14d.LC50.mg.kg";"Reference.Value.Earthworms";"Load.Factor.Earthworms";"BeesLD50";"Reference.Value.Bees";"Load.Factor.Bees";"Fish.Chronic.21d.NOEC.mg.l.corrected";"Reference.Value.Fish.Chronic";"Load.Factor.Fish.Chronic";"water.phase.DT50.days";"Aquatic.Invertebrates.Chronic.21d.NOEC.mg.l.correted";"Reference.Value.Aquatic.Invertebrates.Chronic";"Load.Factor.Aquatic.Invertebrates.Chronic";"Earthworms.Chronic.14d.NOEC..Reproduction.mg.kg.corrected";"Reference.Value.Earthworms.Chronic";"Load.Factor.Earthworms.Chronic";"concentration"
"Diflufenican";"30340 1";0,0416807809308971;12,5;20;1276;5100;2,5;160,9;354;2,5;2150;10;1;5000;8;1;0,099;0,00021;30;0,24;0,00015;30;0,00025;2e-05;3;0,056;0,00035;3;500;1;2;106,15;0,015;100;0,015;0,00015;3;0;0,052;0,00015;3;0;0,8;2;0,025
"Ioxynil";"30340 1";0,000966438866388854;12,5;20;29;5100;2,5;4;354;2,5;62;10;1;130;8;1;8,5;0,00021;30;3,9;0,00015;30;24;2e-05;3;0,027;0,00035;3;60;1;2;10,1;0,015;100;3,2;0,00015;3;3,5;0,013;0,00015;3;20;0,8;2;0,187
"MCPP-P - Mecoprop-P";"30340 1";0,00441014047091435;12,5;20;3;5100;2,5;5,24;354;2,5;500;10;1;431;8;1;93;0,00021;30;91;0,00015;30;16,2;2e-05;3;1,6;0,00035;3;988;1;2;100;0,015;100;50;0,00015;3;92;22,7;0,00015;3;0;0,8;2;0,234
"Acephat";"30341 2";0,00254299533064801;12,5;20;0,03;5100;2,5;3;354;2,5;350;10;1;945;8;1;110;0,00021;30;67,2;0,00015;30;980;2e-05;3;0;0,00035;3;22974;1;2;1,2;0,015;100;4,7;0,00015;3;0;43;0,00015;3;0;0,8;2;0,51
"Kupfer (als Oxychlorid)";"30342 2";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,5
"Metiram";"30343 2";0,00535307472937412;12,5;20;3,2;5100;2,5;1;354;2,5;2150;10;1;5000;8;1;0,33;0,00021;30;0,77;0,00015;30;0,063;2e-05;3;0;0,00035;3;1000;1;2;80;0,015;100;0,022;0,00015;3;0,7;0,0043;0,00015;3;0;0,8;2;0,032
"Nitrothal - isopropyl";"30343 2";0,00512214720926619;12,5;20;0;5100;2,5;6;354;2,5;0;10;1;6400;8;1;0,56;0,00021;30;2,84;0,00015;30;1,72;2e-05;3;0;0,00035;3;1200;1;2;100;0,015;100;0;0,00015;3;30;0;0,00015;3;0;0,8;2;0,48
"Pyrethrin";"30345 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,0494
"Sesamöl raffiniert";"30345 1";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,198
"Diafenthiuron";"30346 1";0,00535307472937412;12,5;20;5100;5100;2,5;0,5;354;2,5;1500;10;1;2068;8;1;7e-04;0,00021;30;0,5;0,00015;30;0;2e-05;3;0;0,00035;3;1000;1;2;1,5;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,25
"Dimethoat";"30347 1";0,00235598224289628;12,5;20;8;5100;2,5;2,6;354;2,5;10,5;10;1;245;8;1;30,2;0,00021;30;2;0,00015;30;90,4;2e-05;3;0;0,00035;3;31;1;2;0,12;0,015;100;0,4;0,00015;3;45,3;0,04;0,00015;3;2,87;0,8;2;0,4
"Calciumcyanamid Kalkstickstoff";"30348 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;1400;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,45
"Permethrin";"30349 1";0,00535307472937412;12,5;20;300;5100;2,5;13;354;2,5;9800;10;1;430;8;1;0,0125;0,00021;30;6e-04;0,00015;30;0,0125;2e-05;3;0;0,00035;3;1440;1;2;0,29;0,015;100;0,00012;0,00015;3;23;0;0,00015;3;0;0,8;2;0,025
"Permethrin";"30349 2";0,00535307472937412;12,5;20;300;5100;2,5;13;354;2,5;9800;10;1;430;8;1;0,0125;0,00021;30;6e-04;0,00015;30;0,0125;2e-05;3;0;0,00035;3;1440;1;2;0,29;0,015;100;0,00012;0,00015;3;23;0;0,00015;3;0;0,8;2;0,025
"Propan-2-ol";"30349 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0
"Folpet";"30350 2";0,00353484393385976;12,5;20;56;5100;2,5;4,7;354;2,5;2510;10;1;2000;8;1;0,233;0,00021;30;0,68;0,00015;30;10;2e-05;3;0;0,00035;3;500;1;2;218;0,015;100;0;0,00015;3;0,02;0,002;0,00015;3;5,18;0,8;2;0,3
"Kupfer (als Oxychlorid)";"30350 2";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,15
"Folpet";"30351 12";0,00353484393385976;12,5;20;56;5100;2,5;4,7;354;2,5;2510;10;1;2000;8;1;0,233;0,00021;30;0,68;0,00015;30;10;2e-05;3;0;0,00035;3;500;1;2;218;0,015;100;0;0,00015;3;0,02;0,002;0,00015;3;5,18;0,8;2;8e-04
"Folpet";"30351 2";0,00353484393385976;12,5;20;56;5100;2,5;4,7;354;2,5;2510;10;1;2000;8;1;0,233;0,00021;30;0,68;0,00015;30;10;2e-05;3;0;0,00035;3;500;1;2;218;0,015;100;0;0,00015;3;0,02;0,002;0,00015;3;5,18;0,8;2;0,8
"Mevinphos";"30352 1";0,00250659533722267;12,5;20;0;5100;2,5;2,1;354;2,5;4,63;10;1;3,5;8;1;0,012;0,00021;30;0,00016;0,00015;30;71;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;5;0;0,00015;3;0;0,8;2;0,238
"Kupfer (als Hydroxidcalciumchlorid)";"30353 2";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,35
"Alpha-Naphthylacetamid";"30354 2";0,61563894210072;12,5;20;0;5100;2,5;41,85;354;2,5;2510;10;1;1750;8;1;56;0,00021;30;56;0,00015;30;18,05;2e-05;3;5,09;0,00035;3;1000;1;2;120;0,015;100;10;0,00015;3;7;22;0,00015;3;0;0,8;2;0,5
"Pirimicarb";"30355 2";0,221730950880694;12,5;20;24;5100;2,5;86;354;2,5;20,9;10;1;142;8;1;100;0,00021;30;0,017;0,00015;30;140;2e-05;3;0;0,00035;3;60;1;2;28,55;0,015;100;18;0,00015;3;33,3;9e-04;0,00015;3;0;0,8;2;0,5
"Flumioxazin";"30356 2";0,0312544365552921;12,5;20;0;5100;2,5;21,9;354;2,5;2250;10;1;5000;8;1;2,3;0,00021;30;5,9;0,00015;30;0,000852;2e-05;3;0,00035;0,00035;3;491;1;2;214,55;0,015;100;0,37;0,00015;3;2;0,057;0,00015;3;0;0,8;2;0,5
"Pymetrozin";"30357 2";0,00313815470265887;12,5;20;0;5100;2,5;4,8;354;2,5;2000;10;1;5820;8;1;100;0,00021;30;87;0,00015;30;21,6;2e-05;3;106;0,00035;3;250;1;2;158,5;0,015;100;11,7;0,00015;3;6;0,025;0,00015;3;1,39;0,8;2;0,5
"Propamocarb-hydrochlorid";"30358 1";0,0609129937846489;12,5;20;54;5100;2,5;39,3;354;2,5;1842;10;1;1330;8;1;99;0,00021;30;100;0,00015;30;85;2e-05;3;18;0,00035;3;660;1;2;92;0,015;100;6,3;0,00015;3;12;12,3;0,00015;3;362;0,8;2;0,722
"2,4-D";"30359 1";0,00388411850397747;12,5;20;10;5100;2,5;4,4;354;2,5;500;10;1;300;8;1;100;0,00021;30;134,2;0,00015;30;24,2;2e-05;3;2,7;0,00035;3;350;1;2;97;0,015;100;27,2;0,00015;3;7,7;46,2;0,00015;3;0;0,8;2;0,218
"MCPP-P - Mecoprop-P";"30359 1";0,00441014047091435;12,5;20;3;5100;2,5;5,24;354;2,5;500;10;1;431;8;1;93;0,00021;30;91;0,00015;30;16,2;2e-05;3;1,6;0,00035;3;988;1;2;100;0,015;100;50;0,00015;3;92;22,7;0,00015;3;0;0,8;2;0,374
"Mancozeb";"30360 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,75
"Metiram";"30361 2";0,00535307472937412;12,5;20;3,2;5100;2,5;1;354;2,5;2150;10;1;5000;8;1;0,33;0,00021;30;0,77;0,00015;30;0,063;2e-05;3;0;0,00035;3;1000;1;2;80;0,015;100;0,022;0,00015;3;0,7;0,0043;0,00015;3;0;0,8;2;0,7
"Calciumphosphid";"30362 2";0;12,5;20;0;5100;2,5;0,01;354;2,5;21,2;10;1;8,7;8;1;0,000105;0,00021;30;0,000117;0,00015;30;0;2e-05;3;0;0,00035;3;400;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,15
"Fipronil";"30363 1";0,1546848559523;12,5;20;321;5100;2,5;142;354;2,5;11,3;10;1;92;8;1;0,248;0,00021;30;0,19;0,00015;30;0,068;2e-05;3;0,16;0,00035;3;500;1;2;0,005035;0,015;100;0,015;0,00015;3;54;0,068;0,00015;3;500;0,8;2;0,5
"Carbetamid";"30364 2";0,0460678742408509;12,5;20;0;5100;2,5;11,65;354;2,5;2000;10;1;1718;8;1;100;0,00021;30;81;0,00015;30;158;2e-05;3;301;0,00035;3;660;1;2;81,61;0,015;100;100;0,00015;3;9,1;1;0,00015;3;0;0,8;2;0,5
"Dimefuron";"30364 2";0,706841366916831;12,5;20;0;5100;2,5;97;354;2,5;3350;10;1;2000;8;1;1000;0,00021;30;575;0,00015;30;0,008;2e-05;3;0;0,00035;3;300;1;2;500;0,015;100;0;0,00015;3;82;0;0,00015;3;0;0,8;2;0,25
"Carboxin";"30365 1";0,00114937772625239;12,5;20;13;5100;2,5;0,39;354;2,5;2150;10;1;2588;8;1;2,3;0,00021;30;57;0,00015;30;0,48;2e-05;3;0,92;0,00035;3;250;1;2;100;0,015;100;0,32;0,00015;3;13,6;0,32;0,00015;3;50;0,8;2;0,335
"Kupfer";"30365 1";0;12,5;20;0;5100;2,5;0;354;2,5;173;10;1;950;8;1;43,8;0,00021;30;0,29;0,00015;30;0,033;2e-05;3;0;0,00035;3;489,6;1;2;12,1;0,015;100;0;0,00015;3;0;0,008;0,00015;3;15;0,8;2;0,0027
"Prochloraz";"30365 1";0,0809985796633021;12,5;20;371;5100;2,5;171,8;354;2,5;662;10;1;1023;8;1;1,5;0,00021;30;4,3;0,00015;30;0,0055;2e-05;3;0,171;0,00035;3;500;1;2;121,15;0,015;100;0,049;0,00015;3;2;0;0,00015;3;4,2;0,8;2;0,064
"Propamocarb-hydrochlorid";"30366 1";0,0609129937846489;12,5;20;54;5100;2,5;39,3;354;2,5;1842;10;1;1330;8;1;99;0,00021;30;100;0,00015;30;85;2e-05;3;18;0,00035;3;660;1;2;92;0,015;100;6,3;0,00015;3;12;12,3;0,00015;3;362;0,8;2;0,722
"Atrazin";"30367 1";0,409434616203461;12,5;20;4,3;5100;2,5;70,5;354;2,5;4237;10;1;1869;8;1;4,5;0,00021;30;85;0,00015;30;0,059;2e-05;3;0,019;0,00035;3;79;1;2;100;0,015;100;2;0,00015;3;0;0,25;0,00015;3;0;0,8;2;0,32
"Benoxacor";"30367 1";0,466643345610788;12,5;20;0;5100;2,5;50;354;2,5;2000;10;1;5000;8;1;6,5;0,00021;30;4,8;0,00015;30;0,63;2e-05;3;0;0,00035;3;1000;1;2;100;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,02
"S-Metolachlor";"30367 1";0,0484507405842698;12,5;20;68,8;5100;2,5;14,75;354;2,5;2510;10;1;2577;8;1;1,23;0,00021;30;26;0,00015;30;0,008;2e-05;3;0,023;0,00035;3;570;1;2;142,5;0,015;100;0,78;0,00015;3;9;5,9;0,00015;3;2,54;0,8;2;0,4
"Florasulam";"30368 1";0,00186951461746772;12,5;20;1,5;5100;2,5;1,85;354;2,5;1046;10;1;5000;8;1;100;0,00021;30;292;0,00015;30;0,00894;2e-05;3;0,001;0,00035;3;1320;1;2;100;0,015;100;119;0,00015;3;18;38,9;0,00015;3;0;0,8;2;0,05
"Gibberellin A3";"30369 12";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;1e-04
"Gibberellin A3";"30369 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,1
"Prochloraz";"30370 1";0,0809985796633021;12,5;20;371;5100;2,5;171,8;354;2,5;662;10;1;1023;8;1;1,5;0,00021;30;4,3;0,00015;30;0,0055;2e-05;3;0,171;0,00035;3;500;1;2;121,15;0,015;100;0,049;0,00015;3;2;0;0,00015;3;4,2;0,8;2;0,45
"Methoxyfenozide";"30371 1";2,20691252645224;12,5;20;11;5100;2,5;456;354;2,5;2250;10;1;5000;8;1;4,2;0,00021;30;3,7;0,00015;30;3,4;2e-05;3;0;0,00035;3;607;1;2;100;0,015;100;2,4;0,00015;3;0;0,39;0,00015;3;0;0,8;2;0,24
"Spiroxamin";"30372 1";0,00535307472937412;12,5;20;79;5100;2,5;30;354;2,5;565;10;1;460;8;1;7,13;0,00021;30;6,1;0,00015;30;0,003;2e-05;3;2,76;0,00035;3;1000;1;2;52,1;0,015;100;0,014;0,00015;3;0,8;0,1;0,00015;3;0;0,8;2;0,25
"Tebuconazol";"30372 1";0,276877557519187;12,5;20;78;5100;2,5;214;354;2,5;1988;10;1;1700;8;1;4,4;0,00021;30;2,79;0,00015;30;1,96;2e-05;3;0,144;0,00035;3;1381;1;2;141,525;0,015;100;0,012;0,00015;3;42,6;0,01;0,00015;3;10;0,8;2;0,133
"Propachlor";"30373 1";0,00413294895135473;12,5;20;37;5100;2,5;5;354;2,5;91;10;1;550;8;1;0,17;0,00021;30;7,8;0,00015;30;0,015;2e-05;3;0,005;0,00035;3;218;1;2;197;0,015;100;0;0,00015;3;4,5;0;0,00015;3;0;0,8;2;0,5
"Propineb";"30374 2";0;12,5;20;0;5100;2,5;4,3;354;2,5;5000;10;1;5000;8;1;0,33;0,00021;30;1,5;0,00015;30;0,055;2e-05;3;0;0,00035;3;700;1;2;103,95;0,015;100;0,082;0,00015;3;1;0,015;0,00015;3;0;0,8;2;0,7
"Propamocarb-hydrochlorid";"30375 1";0,0609129937846489;12,5;20;54;5100;2,5;39,3;354;2,5;1842;10;1;1330;8;1;99;0,00021;30;100;0,00015;30;85;2e-05;3;18;0,00035;3;660;1;2;92;0,015;100;6,3;0,00015;3;12;12,3;0,00015;3;362;0,8;2;0,722
"Spiroxamin";"30376 1";0,00535307472937412;12,5;20;79;5100;2,5;30;354;2,5;565;10;1;460;8;1;7,13;0,00021;30;6,1;0,00015;30;0,003;2e-05;3;2,76;0,00035;3;1000;1;2;52,1;0,015;100;0,014;0,00015;3;0,8;0,1;0,00015;3;0;0,8;2;0,4995
"Fenoxaprop-P-ethyl";"30377 1";0,00535307472937412;12,5;20;338;5100;2,5;0,415;354;2,5;2000;10;1;3150;8;1;0,19;0,00021;30;1,06;0,00015;30;0,54;2e-05;3;2,76;0,00035;3;500;1;2;118,2;0,015;100;0,036;0,00015;3;0,1;0,22;0,00015;3;0;0,8;2;0,069
"Mefenpyr-Diethyl";"30377 1";0,032263351379077;12,5;20;392,46415735346;5100;2,5;17,5;354;2,5;2000;10;1;5000;8;1;2,4;0,00021;30;53;0,00015;30;1,65;2e-05;3;12;0,00035;3;1000;1;2;900;0,015;100;0;0,00015;3;80;0;0,00015;3;0;0,8;2;0,075
"Chloridazon";"30378 2";0,218566836577304;12,5;20;12;5100;2,5;37,05;354;2,5;2000;10;1;2140;8;1;41,3;0,00021;30;132;0,00015;30;3;2e-05;3;3,16;0,00035;3;1000;1;2;200;0,015;100;3,16;0,00015;3;51,5;6,23;0,00015;3;0;0,8;2;0,65
"Chlorpyrifos";"30379 1";0,00644789513559044;12,5;20;1374;5100;2,5;63;354;2,5;13,3;10;1;64;8;1;0,0013;0,00021;30;1e-04;0,00015;30;0,48;2e-05;3;0;0,00035;3;129;1;2;0,1545;0,015;100;0,00014;0,00015;3;5;0,0046;0,00015;3;12,7;0,8;2;0,25
"Azoxystrobin";"30380 1";0,19765837182962;12,5;20;0;5100;2,5;81,25;354;2,5;2000;10;1;5000;8;1;0,47;0,00021;30;0,23;0,00015;30;0,36;2e-05;3;3,2;0,00035;3;283;1;2;112,5;0,015;100;0,147;0,00015;3;6,1;0,044;0,00015;3;20;0,8;2;0,25
"Azoxystrobin";"30381 1";0,19765837182962;12,5;20;0;5100;2,5;81,25;354;2,5;2000;10;1;5000;8;1;0,47;0,00021;30;0,23;0,00015;30;0,36;2e-05;3;3,2;0,00035;3;283;1;2;112,5;0,015;100;0,147;0,00015;3;6,1;0,044;0,00015;3;20;0,8;2;0,0935
"Folpet";"30381 1";0,00353484393385976;12,5;20;56;5100;2,5;4,7;354;2,5;2510;10;1;2000;8;1;0,233;0,00021;30;0,68;0,00015;30;10;2e-05;3;0;0,00035;3;500;1;2;218;0,015;100;0;0,00015;3;0,02;0,002;0,00015;3;5,18;0,8;2;0,5
"Flurochloridon";"30382 1";0,077749919469806;12,5;20;292;5100;2,5;53;354;2,5;2150;10;1;2150;8;1;3;0,00021;30;5,1;0,00015;30;0,0047;2e-05;3;0,048;0,00035;3;227;1;2;100;0,015;100;0,36;0,00015;3;37;0,83;0,00015;3;0;0,8;2;0,25
"Cyproconazol";"30383 2";0,377736750152061;12,5;20;28;5100;2,5;142;354;2,5;94;10;1;350;8;1;19;0,00021;30;22;0,00015;30;0,099;2e-05;3;0,059;0,00035;3;168;1;2;100;0,015;100;0,65;0,00015;3;0;0,29;0,00015;3;0,75;0,8;2;0,0533
"Cyprodinil";"30383 2";0,023309665550664;12,5;20;393;5100;2,5;45;354;2,5;500;10;1;2000;8;1;2,41;0,00021;30;0,22;0,00015;30;2,6;2e-05;3;7,71;0,00035;3;192;1;2;448,25;0,015;100;0,083;0,00015;3;12,5;0,0088;0,00015;3;0;0,8;2;0,4
"Carbendazim";"30384 2";0,149747773591943;12,5;20;25;5100;2,5;37,15;354;2,5;2250;10;1;10000;8;1;0,19;0,00021;30;0,15;0,00015;30;7,7;2e-05;3;0;0,00035;3;5,4;1;2;403;0,015;100;0,0032;0,00015;3;7,9;0,0015;0,00015;3;1;0,8;2;0,02
"Thiram (TMTD)";"30384 2";0,00311568972241245;12,5;20;3,9;5100;2,5;4,89;354;2,5;930;10;1;1800;8;1;0,171;0,00021;30;0,139;0,00015;30;0,141;2e-05;3;1,6;0,00035;3;540;1;2;103,4;0,015;100;0,012;0,00015;3;1,6;0,008;0,00015;3;8,45;0,8;2;0,016
"Propachlor";"30385 1";0,00413294895135473;12,5;20;37;5100;2,5;5;354;2,5;91;10;1;550;8;1;0,17;0,00021;30;7,8;0,00015;30;0,015;2e-05;3;0,005;0,00035;3;218;1;2;197;0,015;100;0;0,00015;3;4,5;0;0,00015;3;0;0,8;2;0,48
"Amidosulfuron";"30386 2";0,197428546911197;12,5;20;4,85;5100;2,5;18,8;354;2,5;2000;10;1;5000;8;1;320;0,00021;30;36;0,00015;30;47;2e-05;3;0,0092;0,00035;3;1000;1;2;100;0,015;100;6,41;0,00015;3;73;1;0,00015;3;0;0,8;2;0,022
"Bromoxynil";"30386 2";0,000218516742551826;12,5;20;0;5100;2,5;0,63;354;2,5;217;10;1;81,2;8;1;29,2;0,00021;30;12,5;0,00015;30;0,12;2e-05;3;0,033;0,00035;3;45;1;2;77,5;0,015;100;2;0,00015;3;13;3,1;0,00015;3;0;0,8;2;0,375
"Diflufenican";"30386 2";0,0416807809308971;12,5;20;1276;5100;2,5;160,9;354;2,5;2150;10;1;5000;8;1;0,099;0,00021;30;0,24;0,00015;30;0,00025;2e-05;3;0,056;0,00035;3;500;1;2;106,15;0,015;100;0,015;0,00015;3;0;0,052;0,00015;3;0;0,8;2;0,075
"Thifensulfuron-methyl";"30387 12";0,00184248501208564;12,5;20;0,8;5100;2,5;1,39;354;2,5;2510;10;1;5000;8;1;56,4;0,00021;30;60,7;0,00015;30;0,8;2e-05;3;0,0013;0,00035;3;2000;1;2;53,55;0,015;100;250;0,00015;3;22;100;0,00015;3;0;0,8;2;5e-04
"Tribenuron-methyl";"30387 12";0,0463234260612822;12,5;20;0,08;5100;2,5;9,4;354;2,5;2250;10;1;5000;8;1;738;0,00021;30;894;0,00015;30;0,11;2e-05;3;0,0099;0,00035;3;1000;1;2;9,1;0,015;100;560;0,00015;3;23,5;120;0,00015;3;0;0,8;2;0,00025
"Thifensulfuron-methyl";"30387 2";0,00184248501208564;12,5;20;0,8;5100;2,5;1,39;354;2,5;2510;10;1;5000;8;1;56,4;0,00021;30;60,7;0,00015;30;0,8;2e-05;3;0,0013;0,00035;3;2000;1;2;53,55;0,015;100;250;0,00015;3;22;100;0,00015;3;0;0,8;2;0,5
"Tribenuron-methyl";"30387 2";0,0463234260612822;12,5;20;0,08;5100;2,5;9,4;354;2,5;2250;10;1;5000;8;1;738;0,00021;30;894;0,00015;30;0,11;2e-05;3;0,0099;0,00035;3;1000;1;2;9,1;0,015;100;560;0,00015;3;23,5;120;0,00015;3;0;0,8;2;0,25
"Diquat";"30389 1";0,00535307472937412;12,5;20;0;5100;2,5;0;354;2,5;83;10;1;214;8;1;21;0,00021;30;1,2;0,00015;30;0,011;2e-05;3;0;0,00035;3;94,3;1;2;36,5;0,015;100;0,12;0,00015;3;1;0,125;0,00015;3;0;0,8;2;0,2
"Diquat";"30390 1";0,00535307472937412;12,5;20;0;5100;2,5;0;354;2,5;83;10;1;214;8;1;21;0,00021;30;1,2;0,00015;30;0,011;2e-05;3;0;0,00035;3;94,3;1;2;36,5;0,015;100;0,12;0,00015;3;1;0,125;0,00015;3;0;0,8;2;0,2
"Chlorpyrifos-methyl";"30391 1";0,000755842243518512;12,5;20;1800;5100;2,5;2,75;354;2,5;923;10;1;2814;8;1;0,41;0,00021;30;6e-04;0,00015;30;0,57;2e-05;3;0;0,00035;3;182;1;2;0,13;0,015;100;0,005;0,00015;3;2,9;1e-05;0,00015;3;0;0,8;2;0,4
"Cymoxanil";"30392 2";0,00114603044978757;12,5;20;0;5100;2,5;1,05;354;2,5;2945;10;1;760;8;1;29;0,00021;30;27;0,00015;30;0,254;2e-05;3;0,7;0,00035;3;1000;1;2;92,65;0,015;100;0,22;0,00015;3;0,3;0,067;0,00015;3;6,6;0,8;2;0,04
"Mancozeb";"30392 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,465
"Cymoxanil";"30393 2";0,00114603044978757;12,5;20;0;5100;2,5;1,05;354;2,5;2945;10;1;760;8;1;29;0,00021;30;27;0,00015;30;0,254;2e-05;3;0,7;0,00035;3;1000;1;2;92,65;0,015;100;0,22;0,00015;3;0,3;0,067;0,00015;3;6,6;0,8;2;0,06
"Folpet";"30393 2";0,00353484393385976;12,5;20;56;5100;2,5;4,7;354;2,5;2510;10;1;2000;8;1;0,233;0,00021;30;0,68;0,00015;30;10;2e-05;3;0;0,00035;3;500;1;2;218;0,015;100;0;0,00015;3;0,02;0,002;0,00015;3;5,18;0,8;2;0,375
"Mancozeb";"30393 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,2
"Chlorpropham (CIPC)";"30394 2";0,0102933211022841;12,5;20;144;5100;2,5;7,3;354;2,5;2000;10;1;4200;8;1;7,5;0,00021;30;2,6;0,00015;30;1;2e-05;3;1,67;0,00035;3;132;1;2;276;0,015;100;0,32;0,00015;3;60;1;0,00015;3;0;0,8;2;0,005
"Alpha-Naphthylessigsäure";"30395 2";0,61563894210072;12,5;20;0;5100;2,5;41,85;354;2,5;2510;10;1;1750;8;1;56;0,00021;30;56;0,00015;30;18,05;2e-05;3;5,09;0,00035;3;1000;1;2;120;0,015;100;10;0,00015;3;7;22;0,00015;3;0;0,8;2;0,01
"Mancozeb";"30396 12";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,00064
"Metalaxyl-M";"30396 12";0,00855997609375378;12,5;20;15;5100;2,5;6,5;354;2,5;981;10;1;375;8;1;100;0,00021;30;100;0,00015;30;36;2e-05;3;69,5;0,00035;3;830;1;2;98,65;0,015;100;9,1;0,00015;3;24,8;1,2;0,00015;3;35,63;0,8;2;4e-05
"Mancozeb";"30396 2";0;12,5;20;0;5100;2,5;0;354;2,5;0;10;1;0;8;1;0;0,00021;30;0;0,00015;30;0;2e-05;3;0;0,00035;3;0;1;2;0;0,015;100;0;0,00015;3;0;0;0,00015;3;0;0,8;2;0,64
"Metalaxyl-M";"30396 2";0,00855997609375378;12,5;20;15;5100;2,5;6,5;354;2,5;981;10;1;375;8;1;100;0,00021;30;100;0,00015;30;36;2e-05;3;69,5;0,00035;3;830;1;2;98,65;0,015;100;9,1;0,00015;3;24,8;1,2;0,00015;3;35,63;0,8;2;0,04
