ID,Active,Reference,Mammals Dermal LD50 mg/kg,Mammals dermal <>,Quality Barometer - Mammals Dermal,Mammals Inhalation LC50 mg/l,Mammals Inhalation <>,Quality Barometer - Mammals Inhalation,WHO Classification,CLP classification 2013,CLP classification precautionary statements,EC Risk Classification,EC Safety Classification,General human health issues,Genotoxic?,Carcinogen?,Endocrine distrupter?,Reproduction/development effects?,Acetyl cholinesterase inhibitor?,Neurotoxicant?,Respiratory tract irritant?,Skin irritant,Eye irritant,Handling issues,Acceptable Daily Intake (ADI) mg/kg bw,Quality Barometer - ADI,ARfD mg/kg BW/day,Quality Barometer - ARfD,Acceptable Operator Exposure Level (AOEL) Systemic,Quality Barometer - AOEL,Percutaneous Penetration study %,Quality Barometer - Percutaneous Penetration,Dangerous Substances Directive 76/464,Exposure Routes - Public,Exposure Routes - Occupational,Examples of European MRLs  mg/Kg,MRL Comments,Drinking Water MAC ug/l,MAC ref
"831","phthalamic acid",,,,,,,,"NL","[Health: H315, H319, H335]",,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","Possible","No data","No data","No data","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"832","3-chloroallyl alcohol",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"833","4-amino-2-(3-(4,6-dimethoxypyrimidin-2-yl)ureidosulfonyl)-N, N-dimethylbenzamide","AE-F130619",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"834","4-amino-2-chloropyridine",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"835","3-formamidophenyl methylcarbamate",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"836","N-(3-hydroxyphenol)-N-N-dimethylformamidine",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"837","3-hydroxyformanilide",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"838","3-aminophenyl N methylcarbamate",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"839","2-butanesulfonic acid",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"840","3-methyl-phosphinico-propionic acid","AE-F061517",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"841","2-methylphosphinico-acetic acid","AE-F064619",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1238","2-(((4-hydroxy-6-methoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-N,N-dimethylpyridine-3-carboxamide",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1239","2-((carbamimidoylcarbamoyl)sulfamoyl)-N,N-dimethylpyridine-3-carboxamide",,"2000",">","A5 Rat",,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1240","N,N-dimethyl-2-sulfamoylpyridine-3-carboxamide",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1182","2-methyl-2-(4-(2-methyl-3-piperidin-1-yl-propyl)-phenyl)-propionic acid","CGA 289267",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1242","1H-benzimidazole-2-carboxylic acid",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1243","2-chlorobenzoic acid","AE-C500233",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1247","t-oxanilic acid","MON 52766",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1248","t-sulfonic acid",,,,,,,,,,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1249","t-sulfinylacetic acid","MON 52709",,,,,,,,,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1252","3-(5,6-hydroxy-4-methoxypyrimidin-2-yl)-1-(N-methyl-N-methylsulfonyl-aminosulfonyl)-urea","AE-F128870",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1257","fenpropimorph carboxylic acid","CGA 294975",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1258","cis-2,6-dimethylmorpholine",,,,,"4.0",,"Q3 Rat, 4 hr","NL",,,,,"[Toxic if swallowed or inhaled], [Ingestion may damage digestive system]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[Corrosive]",,,,,,,,,,,,,,,
"1259","(E)-4-((1,3-dimethyl-5-phenocypyrazole-4-yl)methyleneaminooxy-methyl)benzoic acid",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; EX","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1260","5-((3-chloro-5-(trifluoromethyl)-2-pyridyl)amino)-alpha,alpha,alpha-trifluoro-4,6-dinitro-o-cresol",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E2","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1261","3-(2,4-dichlorophenyl)-6-fluoro-quinazolin-2,4(3H)-dione","AE C596912",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1263","(2RS)-1-(4-chlorophenyl)-4,4-dimethyl-2-(1H-1,2,4-triazol-1-yl)pentan-3-one","CGA 149907",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1264","4-(N'-(3,5-dimethylbenzoyl_-N-(1,1-dimethylethyl)hydrazinocarbonyl)benzoic acid","RH-2651",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1265","4-(N'-(3,5-dimethylbenzoyl-N-(1,1-dimethylethyl)hydrazinocarbonyl)phenyl acetic acid","RH-2703",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1266","N-(1,1-dimethyethyl)-N-(4-acetylebenzoyl)-3,5-dimethylbenzohydrazine","RH-6595",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1267","3-(2,4,6-trimethylphenyl)pentanedioic acid","R173642",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1268","4-(2-(1-ethoxyimino)propyl)-3-hydroxy-2-cyclohexene-1-one-5-yl)-3-5-dimethyl benzoic acid","R223068",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1300","1,1-(2,2-dichloroethylidene)bis(4-methoxybenzene)",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1301","allophanate",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1302","3-chloroaniline",,"250","=","V3 Rat",,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E2","Yes","No data","No data","No data","No data","No data","No data","No data","[No information available]","0.007","A5","0.03","A5",,,,,,,,,,,
"1342","2,6-dinitro-4-(trifluoromethyl)phenol",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","Yes","Yes","[No information available]",,,,,,,,,,,,,,,
"1343","alpha-naphthoxy propionic acid",,"4640",">","A5 Rat",,,,,,,,,"[No further imformation available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No","No","[No information available]",,,,,,,,,,,,,,,
"2547","benzonitrile carboxylic acid","M320I06",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E3","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2551","desmethoxy-metobromuron","CGA 18236",,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2603","deschlorofenhexamid",,,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2605","biphenyl-fenhexamid",,,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"1262","N-(4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylphenyl)-3-hydroxy-N-(2-methyl-1-(methylsulfonyl)propan-2-yl)phthalamide",,,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2375","3,5-dichloro-4-(3-((5-(trifluoromethyl)pyridin-2-yl)oxy)propoxy)phenol","S-1812-DP",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2604","2-(3-(2,6-dichloro-4-methoxyphenoxy)propoxy)-5-(trifluoromethyl)-pyridine","S-1812-DP-ME",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2606","5-(trifluoromethyl)pyridin-2(1H)-one",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2607","N-tert-butyl-N-(3,5-dimethylbenzoyl)-4-hydroxy-5-methyl-6-chromancarbohydrazide",,,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E3","No","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2609","(Z)-2-(2-fluoro-5-(trifluoromethyl)phenylsulfinyl)-2-(3,2-methoxyphenyl)thiazolidin-2-ylidene)acetonitrile","OC 53276",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E3","No","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2610","(Z)-2-(2-fluoro-5-(trifluoromethyl)phenylsulfinyl)-2-(3,2-methoxyphenyl) 1-oxo-thiazolidin-2-ylidene)acetonitrile","OC 56574",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2611","(Z)-2-(2-fluoro-5-(trifluoromethyl)phenylthio)-2-(4-hydroxy-3-(2-methoxyphenyl)thiazolin-2-ylidene)acetonitrile","OC 53279",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2656","(Z)-3-(2-chloro-3,3,3-trifluoro-propenyl)-2,2-dimethylcyclo-propane carboxylic acid",,"2000",">","A5 Rat",,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E3","No data","No data","No data","No data","No data","No data","No","No","[No information available]",,,,,,,,,,,,,,,
"2657","cyclohex-1-ene-1,2-dicarboxylic acid",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2658","4,5,6,7-tetrahydro-2-benzofuran-1,3-dione",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2687","sulfosulfuron guanidine","MON 52726",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","Yes","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2690","4-chlorophenol",,"1500","=","Q3 Rat",,,,"NL",,,,,"[May affect the respiratory system], [Highly toxic], [If ingested may cause abdominal pain and eventually unconsciousness.]","A3; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","Yes","[When heated to decomposition it emits toxic fumes of hydrogen chloride], [Combustible], [Prevent dispersion of dust - possible explosion risk], [May react with oxidising substances]",,,,,,,,,,,"[May be absorbed through the skin]",,,,
"2691","2,4-dichloro-1-methoxybenzene",,,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2692","2-(3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)-3,8-dimethyl-4-oxo-3,4-dihydroquinazoline-6-carbonitrile","IN-J9Z38",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2693","4-(((3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)carbonyl)amino)-N3,5-dimethylisophthalamide","IN-JCZ38",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2694","4-(((3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)carbonyl)amino)-3-methyl-5-(methylcarbamoyl)benzoic acid","IN-JSE76",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E3","No data","No data","No data","No data","No data","No data","No data","No data","[No data available]",,,,,,,,,,,,,,,
"2695","2-(3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazol-5-yl)-3,8-dimethyl-4-oxo-3,4-dihydroquinazoline-6-carboxamide","IN-K5A77",,,,,,,"NL",,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2773","(2RS)-2-(4-chlorophenyl)-3-methylbutanoic acid",,,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2782","3-methyl-N-(2-(2-((4-hydroxy-2-methylphenul)carbonyl)propyl)))thiophenecarboximide",,,,,,,,,,,,,"[No information available]","A0; B0; C0; D0; E0","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
"2800","4,6-dimethoxypyrimidin-2-amine","IN-J0290",,,,,,,"NL",,,,,"[No further information available]","A0; B0; C0; D0; E3","No data","No data","No data","No data","No data","No data","No data","No data","[No information available]",,,,,,,,,,,,,,,
